fips,nameState,nameCounty,abState,population,area
22063,Louisiana,Livingston Parish,LA,128026,648.169
22065,Louisiana,Madison Parish,LA,12093,624.437
22067,Louisiana,Morehouse Parish,LA,27979,794.934
22069,Louisiana,Natchitoches Parish,LA,39566,1252.25
22071,Louisiana,Orleans Parish,LA,343829,169.423
22073,Louisiana,Ouachita Parish,LA,153720,610.406
22075,Louisiana,Plaquemines Parish,LA,23042,779.911
22077,Louisiana,Pointe Coupee Parish,LA,22802,557.346
22079,Louisiana,Rapides Parish,LA,131613,1317.962
22081,Louisiana,Red River Parish,LA,9091,389.09
22083,Louisiana,Richland Parish,LA,20725,559.043
22085,Louisiana,Sabine Parish,LA,24233,866.659
22087,Louisiana,St. Bernard Parish,LA,35897,377.517
22089,Louisiana,St. Charles Parish,LA,52780,279.083
22091,Louisiana,St. Helena Parish,LA,11203,408.403
22093,Louisiana,St. James Parish,LA,22102,241.537
22095,Louisiana,St. John the Baptist Parish,LA,45924,213.071
22097,Louisiana,St. Landry Parish,LA,83384,923.879
22099,Louisiana,St. Martin Parish,LA,52160,737.648
22101,Louisiana,St. Mary Parish,LA,54650,555.379
22103,Louisiana,St. Tammany Parish,LA,233740,845.551
22105,Louisiana,Tangipahoa Parish,LA,121097,791.275
22107,Louisiana,Tensas Parish,LA,5252,602.784
22109,Louisiana,Terrebonne Parish,LA,111860,1231.815
22111,Louisiana,Union Parish,LA,22721,876.988
22113,Louisiana,Vermilion Parish,LA,57999,1173.199
22115,Louisiana,Vernon Parish,LA,52334,1327.91
22117,Louisiana,Washington Parish,LA,47168,669.525
22119,Louisiana,Webster Parish,LA,41207,593.03
22121,Louisiana,West Baton Rouge Parish,LA,23788,192.394
22123,Louisiana,West Carroll Parish,LA,11604,359.646
22125,Louisiana,West Feliciana Parish,LA,15625,403.214
22127,Louisiana,Winn Parish,LA,15313,950.086
23001,Maine,Androscoggin County,ME,107702,467.927
23003,Maine,Aroostook County,ME,71870,6671.33
23005,Maine,Cumberland County,ME,281674,835.241
23007,Maine,Franklin County,ME,30768,1696.609
23009,Maine,Hancock County,ME,54418,1586.893
23011,Maine,Kennebec County,ME,122151,867.524
23013,Maine,Knox County,ME,39736,365.134
23015,Maine,Lincoln County,ME,34457,455.818
23017,Maine,Oxford County,ME,57833,2076.84
23019,Maine,Penobscot County,ME,153923,3397.362
23021,Maine,Piscataquis County,ME,17535,3960.856
23023,Maine,Sagadahoc County,ME,35293,253.695
23025,Maine,Somerset County,ME,52228,3924.403
23027,Maine,Waldo County,ME,38786,729.918
23029,Maine,Washington County,ME,32856,2562.66
23031,Maine,York County,ME,197131,990.713
24001,Maryland,Allegany County,MD,75087,424.158
24003,Maryland,Anne Arundel County,MD,537656,414.902
24005,Maryland,Baltimore County,MD,805029,598.302
24009,Maryland,Calvert County,MD,88737,213.152
24011,Maryland,Caroline County,MD,33066,319.419
24013,Maryland,Carroll County,MD,167134,447.595
24015,Maryland,Cecil County,MD,101108,346.273
24017,Maryland,Charles County,MD,146551,457.749
24019,Maryland,Dorchester County,MD,32618,540.765
24021,Maryland,Frederick County,MD,233385,660.221
24023,Maryland,Garrett County,MD,30097,647.103
24025,Maryland,Harford County,MD,244826,437.089
24027,Maryland,Howard County,MD,287085,250.741
24029,Maryland,Kent County,MD,20197,277.03
24031,Maryland,Montgomery County,MD,971777,491.254
24033,Maryland,Prince George's County,MD,863420,482.691
24035,Maryland,Queen Anne's County,MD,47798,371.908
24037,Maryland,St. Mary's County,MD,105151,357.18
24039,Maryland,Somerset County,MD,26470,319.723
24041,Maryland,Talbot County,MD,37782,268.538
24043,Maryland,Washington County,MD,147430,457.78
24045,Maryland,Wicomico County,MD,98733,374.444
24047,Maryland,Worcester County,MD,51454,468.281
24510,Maryland,Baltimore city,MD,620961,80.944
25001,Massachusetts,Barnstable County,MA,215888,393.723
25003,Massachusetts,Berkshire County,MA,131219,926.825
25005,Massachusetts,Bristol County,MA,548285,553.096
25007,Massachusetts,Dukes County,MA,16535,103.245
25009,Massachusetts,Essex County,MA,743159,492.563
25011,Massachusetts,Franklin County,MA,71372,699.319
25013,Massachusetts,Hampden County,MA,463490,617.14
25015,Massachusetts,Hampshire County,MA,158080,527.255
25017,Massachusetts,Middlesex County,MA,1503085,817.817
25019,Massachusetts,Nantucket County,MA,10172,44.97
25021,Massachusetts,Norfolk County,MA,670850,396.105
25023,Massachusetts,Plymouth County,MA,494919,659.075
25025,Massachusetts,Suffolk County,MA,722023,58.154
25027,Massachusetts,Worcester County,MA,798552,1510.77
26001,Michigan,Alcona County,MI,10942,674.585
26003,Michigan,Alger County,MI,9601,915.07
26005,Michigan,Allegan County,MI,111408,825.231
26007,Michigan,Alpena County,MI,29598,571.86
26009,Michigan,Antrim County,MI,23580,475.703
26011,Michigan,Arenac County,MI,15899,363.191
26013,Michigan,Baraga County,MI,8860,898.257
26015,Michigan,Barry County,MI,59173,553.092
26017,Michigan,Bay County,MI,107771,442.302
26019,Michigan,Benzie County,MI,17525,319.704
26021,Michigan,Berrien County,MI,156813,567.747
26023,Michigan,Branch County,MI,45248,506.369
26025,Michigan,Calhoun County,MI,136146,706.233
26027,Michigan,Cass County,MI,52293,490.062
26029,Michigan,Charlevoix County,MI,25949,416.339
26031,Michigan,Cheboygan County,MI,26152,715.264
26033,Michigan,Chippewa County,MI,38520,1558.42
26035,Michigan,Clare County,MI,30926,564.315
26037,Michigan,Clinton County,MI,75382,566.408
26039,Michigan,Crawford County,MI,14074,556.28
26041,Michigan,Delta County,MI,37069,1171.096
26043,Michigan,Dickinson County,MI,26168,761.4
26045,Michigan,Eaton County,MI,107759,575.175
26047,Michigan,Emmet County,MI,32694,467.494
26049,Michigan,Genesee County,MI,425790,636.977
26051,Michigan,Gladwin County,MI,25692,501.779
26053,Michigan,Gogebic County,MI,16427,1101.849
26055,Michigan,Grand Traverse County,MI,86986,464.331
26057,Michigan,Gratiot County,MI,42476,568.464
26059,Michigan,Hillsdale County,MI,46688,598.133
26061,Michigan,Houghton County,MI,36628,1009.099
26063,Michigan,Huron County,MI,33118,835.706
26065,Michigan,Ingham County,MI,280895,556.12
26067,Michigan,Ionia County,MI,63905,571.304
26069,Michigan,Iosco County,MI,25887,549.096
26071,Michigan,Iron County,MI,11817,1166.149
26073,Michigan,Isabella County,MI,70311,572.677
26075,Michigan,Jackson County,MI,160248,701.666
26077,Michigan,Kalamazoo County,MI,250331,561.658
26079,Michigan,Kalkaska County,MI,17153,559.865
26081,Michigan,Kent County,MI,602622,846.948
26083,Michigan,Keweenaw County,MI,2156,540.112
26085,Michigan,Lake County,MI,11539,567.37
26087,Michigan,Lapeer County,MI,88319,643.014
26089,Michigan,Leelanau County,MI,21708,347.171
26091,Michigan,Lenawee County,MI,99892,749.555
26093,Michigan,Livingston County,MI,180967,565.254
26095,Michigan,Luce County,MI,6631,899.078
26097,Michigan,Mackinac County,MI,11113,1021.569
26099,Michigan,Macomb County,MI,840978,479.223
26101,Michigan,Manistee County,MI,24733,542.149
26103,Michigan,Marquette County,MI,67077,1808.401
26105,Michigan,Mason County,MI,28705,495.073
26107,Michigan,Mecosta County,MI,42798,555.071
26109,Michigan,Menominee County,MI,24029,1044.079
26111,Michigan,Midland County,MI,83629,516.253
26113,Michigan,Missaukee County,MI,14849,564.726
26115,Michigan,Monroe County,MI,152021,549.394
26117,Michigan,Montcalm County,MI,63342,705.399
26119,Michigan,Montmorency County,MI,9765,546.663
26121,Michigan,Muskegon County,MI,172188,499.246
26123,Michigan,Newaygo County,MI,48460,813.204
26125,Michigan,Oakland County,MI,1202362,867.663
26127,Michigan,Oceana County,MI,26570,512.071
26129,Michigan,Ogemaw County,MI,21699,563.488
26131,Michigan,Ontonagon County,MI,6780,1311.225
26133,Michigan,Osceola County,MI,23528,566.391
26135,Michigan,Oscoda County,MI,8640,565.731
26137,Michigan,Otsego County,MI,24164,514.971
26139,Michigan,Ottawa County,MI,263801,563.467
26141,Michigan,Presque Isle County,MI,13376,658.719
26143,Michigan,Roscommon County,MI,24449,519.636
26145,Michigan,Saginaw County,MI,200169,800.114
26147,Michigan,St. Clair County,MI,163040,721.17
26149,Michigan,St. Joseph County,MI,61295,500.591
26151,Michigan,Sanilac County,MI,43114,962.566
26153,Michigan,Schoolcraft County,MI,8485,1171.358
26155,Michigan,Shiawassee County,MI,70648,530.668
26157,Michigan,Tuscola County,MI,55729,803.127
26159,Michigan,Van Buren County,MI,76258,607.474
26161,Michigan,Washtenaw County,MI,344791,705.965
26163,Michigan,Wayne County,MI,1820584,612.08
26165,Michigan,Wexford County,MI,32735,565.002
27001,Minnesota,Aitkin County,MN,16202,1821.663
27003,Minnesota,Anoka County,MN,330844,423.01
27005,Minnesota,Becker County,MN,32504,1315.203
27007,Minnesota,Beltrami County,MN,44442,2504.94
27009,Minnesota,Benton County,MN,38451,408.301
27011,Minnesota,Big Stone County,MN,5269,499.022
27013,Minnesota,Blue Earth County,MN,64013,747.844
27015,Minnesota,Brown County,MN,25893,611.09
27017,Minnesota,Carlton County,MN,35386,861.381
27019,Minnesota,Carver County,MN,91042,354.325
27021,Minnesota,Cass County,MN,28567,2021.542
27023,Minnesota,Chippewa County,MN,12441,581.122
27025,Minnesota,Chisago County,MN,53887,414.862
27027,Minnesota,Clay County,MN,58999,1045.366
27029,Minnesota,Clearwater County,MN,8695,998.94
27031,Minnesota,Cook County,MN,5176,1452.277
27033,Minnesota,Cottonwood County,MN,11687,638.61
27035,Minnesota,Crow Wing County,MN,62500,999.095
27037,Minnesota,Dakota County,MN,398552,562.168
27039,Minnesota,Dodge County,MN,20087,439.276
27041,Minnesota,Douglas County,MN,36009,637.3
27043,Minnesota,Faribault County,MN,14553,712.476
27045,Minnesota,Fillmore County,MN,20866,861.3
27047,Minnesota,Freeborn County,MN,31255,707.087
27049,Minnesota,Goodhue County,MN,46183,756.838
27051,Minnesota,Grant County,MN,6018,548.16
27053,Minnesota,Hennepin County,MN,1152425,553.591
27055,Minnesota,Houston County,MN,19027,552.058
27057,Minnesota,Hubbard County,MN,20428,925.675
27059,Minnesota,Isanti County,MN,37816,435.794
27061,Minnesota,Itasca County,MN,45058,2667.722
27063,Minnesota,Jackson County,MN,10266,702.982
27065,Minnesota,Kanabec County,MN,16239,521.586
27067,Minnesota,Kandiyohi County,MN,42239,796.785
27069,Minnesota,Kittson County,MN,4552,1098.804
27071,Minnesota,Koochiching County,MN,13311,3104.07
27073,Minnesota,Lac qui Parle County,MN,7259,765.021
27075,Minnesota,Lake County,MN,10866,2109.292
27077,Minnesota,Lake of the Woods County,MN,4045,1297.869
27079,Minnesota,Le Sueur County,MN,27703,448.76
27081,Minnesota,Lincoln County,MN,5896,536.757
27083,Minnesota,Lyon County,MN,25857,714.559
27085,Minnesota,McLeod County,MN,36651,491.471
27087,Minnesota,Mahnomen County,MN,5413,557.878
27089,Minnesota,Marshall County,MN,9439,1775.068
27091,Minnesota,Martin County,MN,20840,712.347
27093,Minnesota,Meeker County,MN,23300,608.178
27095,Minnesota,Mille Lacs County,MN,26097,572.31
27097,Minnesota,Morrison County,MN,33198,1125.062
27099,Minnesota,Mower County,MN,39163,711.329
27101,Minnesota,Murray County,MN,8725,704.702
27103,Minnesota,Nicollet County,MN,32727,448.494
27105,Minnesota,Nobles County,MN,21378,715.106
27107,Minnesota,Norman County,MN,6852,872.789
27109,Minnesota,Olmsted County,MN,144248,653.349
27111,Minnesota,Otter Tail County,MN,57303,1972.068
27113,Minnesota,Pennington County,MN,13930,616.57
27115,Minnesota,Pine County,MN,29750,1411.289
27117,Minnesota,Pipestone County,MN,9596,465.055
27119,Minnesota,Polk County,MN,31600,1971.128
27121,Minnesota,Pope County,MN,10995,669.713
27123,Minnesota,Ramsey County,MN,508640,152.212
27125,Minnesota,Red Lake County,MN,4089,432.407
27127,Minnesota,Redwood County,MN,16059,878.572
27129,Minnesota,Renville County,MN,15730,982.906
27131,Minnesota,Rice County,MN,64142,495.684
27133,Minnesota,Rock County,MN,9687,482.455
27135,Minnesota,Roseau County,MN,15629,1671.602
27137,Minnesota,St. Louis County,MN,200226,6247.401
27139,Minnesota,Scott County,MN,129928,356.476
27141,Minnesota,Sherburne County,MN,88499,432.917
27143,Minnesota,Sibley County,MN,15226,588.779
27145,Minnesota,Stearns County,MN,150642,1343.133
27147,Minnesota,Steele County,MN,36576,429.645
27149,Minnesota,Stevens County,MN,9726,563.604
27151,Minnesota,Swift County,MN,9783,742.083
27153,Minnesota,Todd County,MN,24895,944.982
27155,Minnesota,Traverse County,MN,3558,573.902
27157,Minnesota,Wabasha County,MN,21676,522.982
27159,Minnesota,Wadena County,MN,13843,536.268
27161,Minnesota,Waseca County,MN,19136,423.356
27163,Minnesota,Washington County,MN,238136,384.282
27165,Minnesota,Watonwan County,MN,11211,434.947
27167,Minnesota,Wilkin County,MN,6576,750.957
27169,Minnesota,Winona County,MN,51461,626.206
27171,Minnesota,Wright County,MN,124700,661.457
27173,Minnesota,Yellow Medicine County,MN,10438,759.101
28001,Mississippi,Adams County,MS,32297,462.407
28003,Mississippi,Alcorn County,MS,37057,400.038
28005,Mississippi,Amite County,MS,13131,730.1
28007,Mississippi,Attala County,MS,19564,734.982
28009,Mississippi,Benton County,MS,8729,406.616
28011,Mississippi,Bolivar County,MS,34145,876.573
28013,Mississippi,Calhoun County,MS,14962,586.573
28015,Mississippi,Carroll County,MS,10597,628.243
28017,Mississippi,Chickasaw County,MS,17392,501.779
28019,Mississippi,Choctaw County,MS,8547,418.177
28021,Mississippi,Claiborne County,MS,9604,487.406
28023,Mississippi,Clarke County,MS,16732,691.554
28025,Mississippi,Clay County,MS,20634,410.077
28027,Mississippi,Coahoma County,MS,26151,552.442
28029,Mississippi,Copiah County,MS,29449,777.244
28031,Mississippi,Covington County,MS,19568,413.792
28033,Mississippi,DeSoto County,MS,161252,476.145
28035,Mississippi,Forrest County,MS,74934,466.314
28037,Mississippi,Franklin County,MS,8118,563.779
28039,Mississippi,George County,MS,22578,478.708
28041,Mississippi,Greene County,MS,14400,712.755
28043,Mississippi,Grenada County,MS,21906,422.107
28045,Mississippi,Hancock County,MS,43929,473.748
28047,Mississippi,Harrison County,MS,187105,573.994
28049,Mississippi,Hinds County,MS,245285,869.741
28051,Mississippi,Holmes County,MS,19198,756.699
28053,Mississippi,Humphreys County,MS,9375,418.491
28055,Mississippi,Issaquena County,MS,1406,413.045
28057,Mississippi,Itawamba County,MS,23401,532.787
28059,Mississippi,Jackson County,MS,139668,722.754
28061,Mississippi,Jasper County,MS,17062,676.243
28063,Mississippi,Jefferson County,MS,7726,519.933
28065,Mississippi,Jefferson Davis County,MS,12487,408.443
28067,Mississippi,Jones County,MS,67761,694.795
28069,Mississippi,Kemper County,MS,10456,766.182
28071,Mississippi,Lafayette County,MS,47351,631.708
28073,Mississippi,Lamar County,MS,55658,497.055
28075,Mississippi,Lauderdale County,MS,80261,703.634
28077,Mississippi,Lawrence County,MS,12929,430.668
28079,Mississippi,Leake County,MS,23805,583
28081,Mississippi,Lee County,MS,82910,449.951
28083,Mississippi,Leflore County,MS,32317,592.539
28085,Mississippi,Lincoln County,MS,34869,586.115
28087,Mississippi,Lowndes County,MS,59779,505.509
28089,Mississippi,Madison County,MS,95203,714.506
28091,Mississippi,Marion County,MS,27088,542.384
28093,Mississippi,Marshall County,MS,37144,706.193
28095,Mississippi,Monroe County,MS,36989,765.094
28097,Mississippi,Montgomery County,MS,10925,406.981
28099,Mississippi,Neshoba County,MS,29676,570.141
28101,Mississippi,Newton County,MS,21720,578.104
28103,Mississippi,Noxubee County,MS,11545,695.138
28105,Mississippi,Oktibbeha County,MS,47671,458.201
28107,Mississippi,Panola County,MS,34707,685.144
28109,Mississippi,Pearl River County,MS,55834,810.863
28111,Mississippi,Perry County,MS,12250,647.252
28113,Mississippi,Pike County,MS,40404,409.015
28115,Mississippi,Pontotoc County,MS,29957,497.689
28117,Mississippi,Prentiss County,MS,25276,414.98
28119,Mississippi,Quitman County,MS,8223,405.012
28121,Mississippi,Rankin County,MS,141617,775.485
28123,Mississippi,Scott County,MS,28264,609.185
28125,Mississippi,Sharkey County,MS,4916,431.72
28127,Mississippi,Simpson County,MS,27503,589.163
28129,Mississippi,Smith County,MS,16491,636.252
28131,Mississippi,Stone County,MS,17786,445.485
28133,Mississippi,Sunflower County,MS,29450,697.754
28135,Mississippi,Tallahatchie County,MS,15378,645.288
28137,Mississippi,Tate County,MS,28886,404.759
28139,Mississippi,Tippah County,MS,22232,457.815
28141,Mississippi,Tishomingo County,MS,19593,424.254
28143,Mississippi,Tunica County,MS,10778,454.668
28145,Mississippi,Union County,MS,27134,415.598
28147,Mississippi,Walthall County,MS,15443,403.944
28149,Mississippi,Warren County,MS,48773,588.501
28151,Mississippi,Washington County,MS,51137,724.741
28153,Mississippi,Wayne County,MS,20747,810.75
28155,Mississippi,Webster County,MS,10253,420.94
28157,Mississippi,Wilkinson County,MS,9878,678.106
28159,Mississippi,Winston County,MS,19198,607.245
28161,Mississippi,Yalobusha County,MS,12678,467.129
28163,Mississippi,Yazoo County,MS,28065,922.947
29001,Missouri,Adair County,MO,25607,567.324
29003,Missouri,Andrew County,MO,17291,432.703
29005,Missouri,Atchison County,MO,5685,547.302
29007,Missouri,Audrain County,MO,25529,692.235
29009,Missouri,Barry County,MO,35597,778.251
29011,Missouri,Barton County,MO,12402,591.921
29013,Missouri,Bates County,MO,17049,836.689
29015,Missouri,Benton County,MO,19056,704.06
29017,Missouri,Bollinger County,MO,12363,617.906
29019,Missouri,Boone County,MO,162642,685.414
29021,Missouri,Buchanan County,MO,89201,408.027
29023,Missouri,Butler County,MO,42794,694.669
29025,Missouri,Caldwell County,MO,9424,426.393
29027,Missouri,Callaway County,MO,44332,834.575
29029,Missouri,Camden County,MO,44002,655.923
29031,Missouri,Cape Girardeau County,MO,75674,578.535
29033,Missouri,Carroll County,MO,9295,694.621
29035,Missouri,Carter County,MO,6265,507.361
29037,Missouri,Cass County,MO,99478,696.836
29039,Missouri,Cedar County,MO,13982,474.483
29041,Missouri,Chariton County,MO,7831,751.181
29043,Missouri,Christian County,MO,77422,562.645
29045,Missouri,Clark County,MO,7139,504.692
29047,Missouri,Clay County,MO,221939,397.298
29049,Missouri,Clinton County,MO,20743,418.956
29051,Missouri,Cole County,MO,75990,393.75
29053,Missouri,Cooper County,MO,17601,564.765
29055,Missouri,Crawford County,MO,24696,742.517
29057,Missouri,Dade County,MO,7883,490.012
29059,Missouri,Dallas County,MO,16777,540.77
29061,Missouri,Daviess County,MO,8433,563.24
29063,Missouri,DeKalb County,MO,12892,421.356
29065,Missouri,Dent County,MO,15657,752.79
29067,Missouri,Douglas County,MO,13684,813.632
29069,Missouri,Dunklin County,MO,31953,541.069
29071,Missouri,Franklin County,MO,101492,922.681
29073,Missouri,Gasconade County,MO,15222,517.803
29075,Missouri,Gentry County,MO,6738,491.422
29077,Missouri,Greene County,MO,275174,675.304
29079,Missouri,Grundy County,MO,10261,435.276
29081,Missouri,Harrison County,MO,8957,722.504
29083,Missouri,Henry County,MO,22272,696.947
29085,Missouri,Hickory County,MO,9627,399.091
29087,Missouri,Holt County,MO,4912,462.693
29089,Missouri,Howard County,MO,10144,463.849
29091,Missouri,Howell County,MO,40400,927.248
29093,Missouri,Iron County,MO,10630,550.259
29095,Missouri,Jackson County,MO,674158,604.462
29097,Missouri,Jasper County,MO,117404,638.487
29099,Missouri,Jefferson County,MO,218733,656.629
29101,Missouri,Johnson County,MO,52595,829.282
29103,Missouri,Knox County,MO,4131,504.011
29105,Missouri,Laclede County,MO,35571,764.717
29107,Missouri,Lafayette County,MO,33381,628.433
29109,Missouri,Lawrence County,MO,38634,611.737
29111,Missouri,Lewis County,MO,10211,505.042
29113,Missouri,Lincoln County,MO,52566,626.556
29115,Missouri,Linn County,MO,12761,615.564
29117,Missouri,Livingston County,MO,15195,532.329
29119,Missouri,McDonald County,MO,23083,539.48
29121,Missouri,Macon County,MO,15566,801.227
29123,Missouri,Madison County,MO,12226,494.39
29125,Missouri,Maries County,MO,9176,526.979
29127,Missouri,Marion County,MO,28781,436.924
29129,Missouri,Mercer County,MO,3785,453.835
29131,Missouri,Miller County,MO,24748,592.595
29133,Missouri,Mississippi County,MO,14358,411.583
29135,Missouri,Moniteau County,MO,15607,415.025
29137,Missouri,Monroe County,MO,8840,647.653
29139,Missouri,Montgomery County,MO,12236,536.247
29141,Missouri,Morgan County,MO,20565,597.631
29143,Missouri,New Madrid County,MO,18956,674.84
29145,Missouri,Newton County,MO,58114,624.765
29147,Missouri,Nodaway County,MO,23370,876.964
29149,Missouri,Oregon County,MO,10881,789.796
29151,Missouri,Osage County,MO,13878,604.346
29153,Missouri,Ozark County,MO,9723,744.972
29155,Missouri,Pemiscot County,MO,18296,492.544
29157,Missouri,Perry County,MO,18971,474.354
29159,Missouri,Pettis County,MO,42201,682.222
29161,Missouri,Phelps County,MO,45156,671.784
29163,Missouri,Pike County,MO,18516,670.438
29165,Missouri,Platte County,MO,89322,420.19
29167,Missouri,Polk County,MO,31137,635.523
29169,Missouri,Pulaski County,MO,52274,547.099
29171,Missouri,Putnam County,MO,4979,517.317
29173,Missouri,Ralls County,MO,10167,469.781
29175,Missouri,Randolph County,MO,25414,482.684
29177,Missouri,Ray County,MO,23494,568.805
29179,Missouri,Reynolds County,MO,6696,808.478
29181,Missouri,Ripley County,MO,14100,629.537
29183,Missouri,St. Charles County,MO,360485,560.435
29185,Missouri,St. Clair County,MO,9805,669.983
29186,Missouri,Ste. Genevieve County,MO,18145,499.153
29187,Missouri,St. Francois County,MO,65359,451.887
29189,Missouri,St. Louis County,MO,998954,507.8
29195,Missouri,Saline County,MO,23370,755.504
29197,Missouri,Schuyler County,MO,4431,307.303
29199,Missouri,Scotland County,MO,4843,436.671
29201,Missouri,Scott County,MO,39191,419.99
29203,Missouri,Shannon County,MO,8441,1003.82
29205,Missouri,Shelby County,MO,6373,500.864
29207,Missouri,Stoddard County,MO,29968,823.222
29209,Missouri,Stone County,MO,32202,464.033
29211,Missouri,Sullivan County,MO,6714,647.981
29213,Missouri,Taney County,MO,51675,632.436
29215,Missouri,Texas County,MO,26008,1177.266
29217,Missouri,Vernon County,MO,21159,826.398
29219,Missouri,Warren County,MO,32513,428.601
29221,Missouri,Washington County,MO,25195,759.913
29223,Missouri,Wayne County,MO,13521,759.176
29225,Missouri,Webster County,MO,36202,592.562
29227,Missouri,Worth County,MO,2171,266.613
29229,Missouri,Wright County,MO,18815,681.771
29510,Missouri,St. Louis city,MO,319294,61.909
30001,Montana,Beaverhead County,MT,9246,5541.624
30003,Montana,Big Horn County,MT,12865,4995.462
30005,Montana,Blaine County,MT,6491,4227.546
30007,Montana,Broadwater County,MT,5612,1192.541
30009,Montana,Carbon County,MT,10078,2048.788
30011,Montana,Carter County,MT,1160,3340.752
30013,Montana,Cascade County,MT,81327,2698.158
30015,Montana,Chouteau County,MT,5813,3972.488
30017,Montana,Custer County,MT,11699,3783.362
30019,Montana,Daniels County,MT,1751,1426.105
30021,Montana,Dawson County,MT,8966,2371.865
30023,Montana,Deer Lodge County,MT,9298,736.53
30025,Montana,Fallon County,MT,2890,1620.772
30027,Montana,Fergus County,MT,11586,4339.803
30029,Montana,Flathead County,MT,90928,5087.66
30031,Montana,Gallatin County,MT,89513,2602.689
30033,Montana,Garfield County,MT,1206,4675.356
30035,Montana,Glacier County,MT,13399,2995.937
30037,Montana,Golden Valley County,MT,884,1175.342
30039,Montana,Granite County,MT,3079,1727.415
30041,Montana,Hill County,MT,16096,2898.955
30043,Montana,Jefferson County,MT,11406,1656.257
30045,Montana,Judith Basin County,MT,2072,1869.821
30047,Montana,Lake County,MT,28746,1490.15
30049,Montana,Lewis and Clark County,MT,63395,3458.828
30051,Montana,Liberty County,MT,2339,1430.045
30053,Montana,Lincoln County,MT,19687,3612.916
30055,Montana,McCone County,MT,1734,2643.172
30057,Montana,Madison County,MT,7691,3587.484
30059,Montana,Meagher County,MT,1891,2391.913
30061,Montana,Mineral County,MT,4223,1219.437
30063,Montana,Missoula County,MT,109299,2593.424
30065,Montana,Musselshell County,MT,4538,1868.155
30067,Montana,Park County,MT,15636,2803.063
30069,Montana,Petroleum County,MT,494,1654.871
30071,Montana,Phillips County,MT,4253,5140.035
30073,Montana,Pondera County,MT,6153,1622.863
30075,Montana,Powder River County,MT,1743,3297.298
30077,Montana,Powell County,MT,7027,2326.392
30079,Montana,Prairie County,MT,1179,1736.737
30081,Montana,Ravalli County,MT,40212,2390.821
30083,Montana,Richland County,MT,9746,2084.143
30085,Montana,Roosevelt County,MT,10425,2354.793
30087,Montana,Rosebud County,MT,9233,5010.402
30089,Montana,Sanders County,MT,11413,2760.524
30091,Montana,Sheridan County,MT,3384,1677.08
30093,Montana,Silver Bow County,MT,34200,718.477
30095,Montana,Stillwater County,MT,9117,1795.35
30097,Montana,Sweet Grass County,MT,3651,1855.205
30099,Montana,Teton County,MT,6073,2272.375
30101,Montana,Toole County,MT,5324,1915.647
30103,Montana,Treasure County,MT,718,977.398
30105,Montana,Valley County,MT,7369,4925.819
30107,Montana,Wheatland County,MT,2168,1423.195
30109,Montana,Wibaux County,MT,1017,889.265
30111,Montana,Yellowstone County,MT,147972,2633.294
31001,Nebraska,Adams County,NE,31364,563.272
31003,Nebraska,Antelope County,NE,6685,857.218
31005,Nebraska,Arthur County,NE,460,715.355
31007,Nebraska,Banner County,NE,690,746.114
31009,Nebraska,Blaine County,NE,478,710.874
31011,Nebraska,Boone County,NE,5505,686.554
31013,Nebraska,Box Butte County,NE,11308,1075.293
31015,Nebraska,Boyd County,NE,2099,539.94
31017,Nebraska,Brown County,NE,3145,1221.333
31019,Nebraska,Buffalo County,NE,46102,968.112
31021,Nebraska,Burt County,NE,6858,491.581
31023,Nebraska,Butler County,NE,8395,584.907
31025,Nebraska,Cass County,NE,25241,557.446
31027,Nebraska,Cedar County,NE,8852,740.312
31029,Nebraska,Chase County,NE,3966,894.419
31031,Nebraska,Cherry County,NE,5713,5960.422
31033,Nebraska,Cheyenne County,NE,9998,1196.287
31035,Nebraska,Clay County,NE,6542,572.289
31037,Nebraska,Colfax County,NE,10515,411.66
31039,Nebraska,Cuming County,NE,9139,570.619
31041,Nebraska,Custer County,NE,10939,2575.522
31043,Nebraska,Dakota County,NE,21006,264.255
31045,Nebraska,Dawes County,NE,9182,1396.464
31047,Nebraska,Dawson County,NE,24326,1013.096
31049,Nebraska,Deuel County,NE,1941,439.851
31051,Nebraska,Dixon County,NE,6000,476.232
31053,Nebraska,Dodge County,NE,36691,528.706
31055,Nebraska,Douglas County,NE,517110,328.455
31057,Nebraska,Dundy County,NE,2008,919.678
31059,Nebraska,Fillmore County,NE,5890,575.371
31061,Nebraska,Franklin County,NE,3225,575.816
31063,Nebraska,Frontier County,NE,2756,974.592
31065,Nebraska,Furnas County,NE,4959,719.132
31067,Nebraska,Gage County,NE,22311,851.491
31069,Nebraska,Garden County,NE,2057,1704.283
31071,Nebraska,Garfield County,NE,2049,569.79
31073,Nebraska,Gosper County,NE,2044,458.155
31075,Nebraska,Grant County,NE,614,776.224
31077,Nebraska,Greeley County,NE,2538,569.811
31079,Nebraska,Hall County,NE,58607,546.289
31081,Nebraska,Hamilton County,NE,9124,542.878
31083,Nebraska,Harlan County,NE,3423,553.466
31085,Nebraska,Hayes County,NE,967,713.062
31087,Nebraska,Hitchcock County,NE,2908,709.943
31089,Nebraska,Holt County,NE,10435,2412.399
31091,Nebraska,Hooker County,NE,736,721.121
31093,Nebraska,Howard County,NE,6274,569.337
31095,Nebraska,Jefferson County,NE,7547,570.185
31097,Nebraska,Johnson County,NE,5217,376.051
31099,Nebraska,Kearney County,NE,6489,516.244
31101,Nebraska,Keith County,NE,8368,1061.6
